id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
49196,I,0.9,0.65,0.2375,5.6699,2.551455,1.57339725,1.5592225,6
49197,F,0.8375,0.625,0.2375,6.2652395,2.70737725,1.757669,1.984465,10
49198,M,1.55,1.225,0.375,32.0065855,12.40290625,7.24329725,8.3631025,10
49199,I,1.175,0.9,0.3125,14.628342,6.80388,2.42388225,4.12485225,9
49200,F,1.325,1.1875,0.325,24.36639525,9.05766525,5.03203625,8.3631025,15
49201,M,0.6,0.4375,0.1625,1.984465,0.9922325,0.56699,0.5386405,7
49202,M,1.5625,1.25,0.375,35.210079,16.48523425,8.68912175,8.221355,10
49203,F,1.7,1.2625,0.4625,46.096287,22.1976585,11.49572225,11.623295,10
49204,F,1.55,1.2125,0.4375,37.98833,14.33067225,8.4198015,13.7495075,15
49205,M,1.6125,1.2375,0.4,33.1972645,14.3731965,6.8889285,9.4970825,13
49206,F,1.0625,0.875,0.2625,12.54465375,4.9611625,2.14038725,4.9611625,9
49207,M,1.5625,1.2625,0.4125,34.5013415,15.7339725,6.98815175,8.68912175,10
49208,M,1.25,0.975,0.3125,16.17338975,7.087375,3.58621175,5.5281525,9
49209,I,1.2625,0.9375,0.3375,15.37960375,6.973977,3.44446425,4.252425,9
49210,M,1.6125,1.1875,0.375,38.00250475,16.57028275,8.8166945,8.50485,15
49211,M,1.3125,1.075,0.375,22.5378525,10.21999475,4.40834725,6.520385,8
49212,I,1.4125,1.1125,0.3375,24.50814275,10.19164525,5.40057975,7.37087,9
49213,F,1.5125,1.175,0.4375,31.51046925,11.9918385,6.010094,10.0640725,14
49214,F,1.375,1.075,0.3625,22.75047375,6.860579,5.1312595,7.5126175,14
49215,M,1.425,1.075,0.375,22.58037675,10.56018875,6.33611325,6.80388,11
49216,M,1.4,1.0875,0.375,22.5378525,10.61688775,4.592619,7.087375,9
49217,M,1.4125,1.1,0.3625,24.79163775,12.85649825,5.556502,6.19436575,9
49218,F,1.625,1.375,0.475,44.81978275,20.0430965,8.51902475,11.3398,10
49219,M,1.525,1.2125,0.4,32.36095425,16.25843825,6.16601625,10.0640725,10
49220,M,1.3875,1.0625,0.4125,24.73493875,8.68912175,4.60679375,8.221355,13
49221,M,1.6125,1.2625,0.4625,38.82464025,15.4504775,8.83086925,9.63883,13
49222,I,1.05,0.8125,0.2875,11.5949455,5.03203625,2.96252275,3.118445,11
49223,I,0.8625,0.65,0.1875,5.10291,2.1262125,1.0489315,1.5592225,6
49224,M,1.5625,1.2375,0.4375,34.23202125,13.79203175,7.427569,11.056305,11
49225,I,1.15,0.8625,0.275,11.7650425,5.3013565,2.4664065,3.118445,7
49226,F,1.5625,1.225,0.4125,37.23706825,14.17475,7.98038425,10.3475675,18
49227,M,1.225,0.975,0.3125,17.349894,7.087375,3.798833,5.2446575,10
49228,M,1.4125,1.175,0.4,29.6819265,12.133586,6.44951125,7.7961125,10
49229,F,1.6375,1.275,0.4625,42.297454,18.5122235,8.71747125,11.623295,10
49230,I,1.2875,0.975,0.3125,19.3627085,9.25611175,4.57844425,4.6776675,9
49231,M,1.5125,1.175,0.375,31.6096925,12.82814875,7.27164675,8.9300925,11
49232,M,1.5,1.25,0.4,31.22697425,13.9196045,6.747181,8.9300925,12
49233,I,0.95,0.725,0.2375,8.618248,3.6003865,2.381358,2.4097075,7
49234,M,1.6,1.2,0.475,38.55532,15.03940975,6.73300625,13.324265,18
49235,M,1.65,1.275,0.4875,39.3417385,19.40523275,9.128539,8.7599955,13
49236,M,1.35,1.05,0.3375,22.15513425,10.2341695,4.422522,6.76135575,9
49237,I,1.1625,0.8875,0.2625,15.66309875,6.7755305,4.15320175,3.96893,7
49238,I,1.25,0.9375,0.275,14.004653,5.37223025,3.515338,4.3941725,8
49239,I,1.3,0.9875,0.35,17.42076775,7.6827145,4.01145425,5.6699,9
49240,I,1.2,0.9375,0.3125,13.84873075,5.1312595,2.9766975,4.819415,8
49241,I,0.9625,0.7625,0.2375,7.44174375,3.912231,1.4458245,2.05533875,7
49242,I,1.325,1.0625,0.3625,20.8935815,8.788345,4.01145425,6.80388,12
49243,F,1.6,1.25,0.3875,34.60056475,17.42076775,6.64795775,9.02931575,9
49244,I,0.5875,0.4375,0.1375,1.88524175,0.8788345,0.4252425,0.4252425,6
49245,I,1.125,0.875,0.3125,14.8834875,6.5487345,3.35941575,4.3941725,9
49246,I,0.625,0.4875,0.175,2.721552,1.20485375,0.56699,0.7087375,6
49247,M,1.3125,1,0.3625,21.72989175,7.654365,4.63514325,7.37087,17
49248,F,1.2,0.9375,0.3125,21.772416,11.4248485,4.819415,5.23048275,8
49249,F,1.3375,1.05,0.375,22.736299,8.788345,4.63514325,6.0951425,10
49250,M,1.375,1.1,0.4125,29.63940225,9.63883,6.973977,11.1980525,14
49251,I,0.925,0.7,0.225,6.0951425,2.70737725,1.31825175,1.8427175,8
49252,M,1.5,1.1875,0.4375,31.3261975,13.79203175,7.3425205,8.0796075,9
49253,M,1.4375,1.125,0.3625,26.138239,10.149121,6.917278,7.484268,9
49254,I,1.4,1.125,0.3875,23.79940525,10.61688775,5.386405,8.9300925,9
49255,F,1.525,1.2,0.375,29.5118295,15.26620575,7.087375,7.654365,9
49256,M,1.475,1.2625,0.3625,32.89959475,12.71475075,7.41339425,9.4970825,10
49257,M,1.325,1.0125,0.3125,16.17338975,7.257472,3.86970675,5.953395,9
49258,F,1.4375,1.1625,0.375,31.2694985,14.75591475,6.19436575,8.0796075,10
49259,M,1.5625,1.2375,0.4625,34.9549335,16.17338975,7.3992195,10.0640725,9
49260,F,1.525,1.2,0.4125,31.808139,13.90542975,7.41339425,9.355335,10
49261,I,0.7375,0.525,0.2,2.83495,1.077281,0.737087,0.8788345,6
49262,F,1.3625,1.0625,0.425,27.20134525,8.7599955,6.19436575,10.0640725,21
49263,F,1.7375,1.375,0.5375,43.1762885,18.92329125,8.83086925,12.3320325,12
49264,M,1.25,1,0.325,18.24290325,7.654365,4.72019175,5.8116475,9
49265,M,1.175,0.875,0.3,13.8062065,5.57067675,2.8066005,4.53592,9
49266,I,0.7,0.525,0.1625,2.83495,1.1056305,0.623689,0.850485,5
49267,M,1.7,1.3375,0.525,37.137845,17.2081465,7.49844275,14.17475,11
49268,I,1.25,0.9375,0.275,14.004653,6.73300625,3.515338,4.35164825,8
49269,I,0.925,0.6875,0.25,7.994559,3.55786225,1.85689225,2.48058125,7
49270,M,1.45,1.15,0.325,29.66775175,14.52911875,6.19436575,7.7961125,8
49271,F,1.25,0.95,0.3875,18.92329125,7.29999625,4.35164825,5.953395,8
49272,I,0.975,0.775,0.25,7.55514175,3.118445,1.28990225,2.381358,3
49273,M,1.6375,1.2875,0.425,38.00250475,14.8267885,8.32057825,11.90679,10
49274,M,1.475,1.1625,0.3625,24.79163775,11.736693,4.592619,7.087375,10
49275,F,1.55,1.25,0.4375,31.90736225,14.13222575,8.54737425,8.9300925,12
49276,M,1.325,1,0.375,22.1976585,10.77281,5.06038575,7.37087,16
49277,I,1.125,0.8875,0.2625,14.118051,6.180191,2.33883375,3.96893,8
49278,I,0.45,0.3125,0.0875,0.75126175,0.2551455,0.226796,0.2551455,4
49279,I,1.4125,1.1125,0.3125,22.5378525,10.19164525,5.71242425,6.9456275,8
49280,F,1.55,1.2125,0.575,45.245802,19.6462035,9.015141,10.1207715,10
49281,I,1.4625,1.0625,0.3,24.7491135,10.432616,5.8683465,6.0951425,11
49282,M,1.8,1.375,0.5125,54.941331,16.159215,10.432616,19.23513575,17
49283,F,1.6,1.2875,0.4625,50.2636635,19.94387325,11.35397475,11.1980525,11
49284,I,1.3125,1.025,0.3375,19.97222275,8.88756825,4.082328,5.2446575,9
49285,I,1.2125,0.9375,0.2625,19.74542675,8.63242275,3.55786225,4.9611625,9
49286,I,1.25,0.9625,0.3375,17.95940825,8.23552975,3.67126025,4.9611625,10
49287,F,1.725,1.375,0.5125,44.4803655,18.5689225,9.39785925,13.04077,20
49288,I,0.8125,0.6125,0.1625,4.26659975,1.70097,0.75126175,1.2757275,9
49289,M,1.4125,1.1125,0.3625,27.158821,14.92601175,5.046211,6.80388,11
49290,F,1.675,1.2625,0.4625,38.22930075,13.9763035,6.95980225,13.891255,11
49291,F,1.4125,1.1,0.4,25.92561775,12.1052365,5.79747275,8.788345,9
49292,M,1.4875,1.2125,0.4125,31.127751,11.12717875,7.427569,10.20582,18
49293,M,1.375,1.075,0.3875,23.7285315,9.90815025,5.5281525,6.0384435,9
49294,I,1.4375,1.125,0.3625,25.21688025,11.4248485,4.86193925,7.29999625,9
49295,M,1.1,0.8875,0.3375,13.891255,5.40057975,2.70737725,4.3941725,10
49296,F,1.55,1.2125,0.4375,32.772022,10.02154825,5.17378375,11.3398,23
49297,I,1.175,0.8875,0.3125,13.891255,6.78970525,3.50116325,3.572037,8
49298,M,1.4375,1.15,0.4,29.8520235,13.08329425,6.23689,7.2291225,9
49299,M,0.9625,0.7625,0.2125,6.0384435,2.62232875,1.587572,2.26796,6
49300,I,1.2125,0.8875,0.2875,16.4710595,6.9456275,3.78465825,4.762716,8
49301,I,1.25,0.925,0.3,16.42853525,8.3064035,3.175144,3.96893,9
49302,M,1.325,1.0625,0.325,19.85882475,6.87475375,5.953395,5.953395,11
49303,F,1.425,1.1625,0.425,35.833768,7.5693165,7.29999625,9.4970825,20
49304,I,0.9625,0.7,0.2375,8.9300925,3.912231,1.8994165,2.79242575,10
49305,I,1.4375,1.0875,0.3375,23.7285315,10.6877615,4.49339575,6.6621325,10
49306,I,1.0625,0.7625,0.225,10.02154825,4.69184225,2.05533875,2.83495,6
49307,I,0.6875,0.4375,0.15,2.0695135,0.83631025,0.52446575,0.56699,6
49308,M,1.625,1.325,0.475,50.61803225,19.94387325,8.4198015,13.1825175,16
49309,F,1.7125,1.325,0.4875,45.245802,20.9502805,9.5537815,13.1825175,10
49310,M,1.625,1.275,0.4,37.1094955,16.6411565,7.52679225,10.9145575,10
49311,I,0.75,0.55,0.1625,3.67126025,1.474174,0.793786,0.9922325,6
49312,I,0.75,0.55,0.2,3.55786225,1.587572,0.89300925,1.13398,5
49313,M,1.375,1.075,0.4,25.69882175,11.736693,5.386405,7.37087,10
49314,F,1.2125,0.9625,0.3875,17.293195,6.90310325,3.4869885,7.087375,10
49315,M,1.475,1.1875,0.3875,27.20134525,12.94154675,5.8683465,7.5126175,12
49316,M,1.6125,1.275,0.3875,37.194544,16.0174675,7.47009325,9.355335,16
49317,I,0.9375,0.725,0.225,7.2858215,2.96252275,1.757669,2.1262125,8
49318,F,1.3,1,0.3125,16.40018575,7.6260155,3.7137845,4.819415,8
49319,F,1.525,1.1875,0.4125,30.220567,12.643877,7.69688925,8.788345,10
49320,I,1.0125,0.75,0.225,8.00873375,4.8477645,1.63009625,1.927766,6
49321,F,1.5,1.1625,0.375,28.81726675,13.9196045,5.8683465,8.1363065,9
49322,M,1.3,0.9875,0.375,22.0275615,10.33339275,4.9044635,5.5281525,9
49323,I,1.3625,1.0375,0.3375,19.17843675,8.561549,5.1312595,4.9611625,9
49324,F,1.4125,1.1,0.3375,26.12406425,11.8784405,6.67630725,6.9456275,8
49325,F,1.25,0.9875,0.3625,17.53416575,5.6699,3.8838815,6.23689,14
49326,F,1.375,1.025,0.375,26.94619975,8.561549,5.6699,7.7961125,21
49327,F,1.4875,1.2,0.45,29.97959625,10.21999475,6.81805475,8.788345,16
49328,I,0.6,0.4625,0.1625,1.94194075,0.83631025,0.396893,0.63786375,4
49329,F,1.85,1.5,0.525,56.7840485,23.91280325,13.67863375,16.3009625,12
49330,F,1.5,1.15,0.375,35.0116325,17.08057375,7.767763,8.221355,10
49331,I,1.1375,0.8875,0.25,13.39513875,6.84640425,2.608154,3.175144,7
49332,M,1.1125,0.8625,0.3,12.51630425,5.11708475,2.56562975,3.40194,7
49333,I,1.4375,1.125,0.35,22.11261,10.67358675,4.9044635,6.066793,9
49334,M,1.15,0.875,0.3125,13.56523575,5.839997,2.96252275,3.9972795,10
49335,M,1.25,1.05,0.3875,26.308336,9.87980075,3.72795925,8.9300925,12
49336,F,1.7125,1.3125,0.4375,40.9650275,17.8885345,9.11436425,12.3320325,10
49337,M,1.3125,1.05,0.35,21.2904745,9.8372765,4.40834725,7.2291225,10
49338,M,1.375,1.0875,0.3625,22.21183325,9.87980075,4.422522,6.0951425,9
49339,M,1.6,1.275,0.425,36.72677725,17.293195,7.711064,9.7805775,11
49340,M,1.425,1.125,0.3875,25.51455,11.793392,5.62737575,7.93786,10
49341,M,1.4125,1.1,0.4125,24.6924145,9.4970825,5.76912325,7.087375,11
49342,I,0.625,0.4375,0.15,1.80019325,0.75126175,0.4252425,0.56699,5
49343,F,1.4375,1.125,0.375,27.0170735,13.5227115,6.33611325,6.520385,9
49344,F,1.525,1.1875,0.4125,29.823674,12.82814875,6.59125875,7.5126175,9
49345,M,1.65,1.35,0.4125,38.9805625,16.5844575,8.391452,12.757275,11
49346,M,1.2625,1.025,0.375,20.751834,8.788345,4.819415,5.3580555,10
49347,M,1.5125,1.2125,0.4125,30.1922175,14.2597985,6.56290925,8.0796075,10
49348,F,0.9625,0.75,0.2375,8.57572375,3.69960975,1.82854275,2.551455,7
49349,M,1.2625,1.0125,0.3,17.463292,7.3992195,4.0539785,5.48562825,8
49350,F,1.5875,1.3,0.4875,39.859397,17.93105875,8.83086925,10.489315,10
49351,I,0.925,0.725,0.25,7.1724235,2.11203775,1.927766,2.1262125,7
49352,I,1.15,0.925,0.2875,13.99047825,6.36446275,2.778251,3.33106625,7
49353,M,1.5625,1.225,0.4375,36.3724085,16.11669075,8.12213175,9.07184,10
49354,M,1.225,1,0.3375,17.690088,8.60407325,3.64291075,4.7910655,10
49355,M,1.475,1.0625,0.4125,30.674159,16.45688475,5.76912325,8.9300925,10
49356,M,1.575,1.1375,0.4,31.18445,15.30873,7.55514175,8.3631025,9
49357,M,1.4875,1.1625,0.475,27.9242575,10.4609655,5.726599,9.355335,15
49358,M,1.45,1.125,0.35,28.066005,12.23280925,6.16601625,7.27164675,10
49359,F,1.0125,0.7625,0.225,9.17106325,4.69184225,1.927766,2.438057,6
49360,M,1.55,1.2,0.3875,27.158821,11.15552825,6.6054335,7.2291225,13
49361,I,1.45,1.0875,0.3125,24.38057,11.3398,5.74077375,7.35669525,8
49362,I,1.125,0.875,0.35,14.78426425,5.74077375,3.35941575,4.6776675,13
49363,F,1.525,1.125,0.4375,36.7126025,14.4298955,8.3631025,10.489315,14
49364,M,1.5,1.1375,0.375,29.18581025,13.4660125,6.690482,7.087375,9
49365,M,1.375,1.05,0.3625,23.99785175,8.9867915,6.81805475,6.9456275,10
49366,I,1.05,0.8125,0.2875,9.08601475,3.69960975,1.8994165,2.6932025,8
49367,F,1.4,1.1,0.3125,22.80717275,9.48290775,6.02426875,5.953395,8
49368,I,1.25,0.9375,0.3,16.51358375,8.9300925,3.72795925,4.819415,7
49369,F,1.5,1.15,0.4,37.06697125,16.68368075,7.27164675,9.355335,10
49370,F,1.525,1.225,0.425,33.40988575,14.911837,7.89533575,9.7238785,11
49371,F,1.4375,1.1375,0.4125,31.02852775,12.47378,6.22271525,9.4970825,16
49372,I,0.6375,0.475,0.2,2.87747425,1.1623295,0.510291,0.850485,6
49373,F,1.8125,1.375,0.55,41.63124075,18.200379,9.22776225,14.74174,12
49374,M,1.625,1.2875,0.4375,38.838815,17.59086475,7.47009325,11.7650425,12
49375,I,1.15,0.8625,0.275,12.0485375,5.7549485,2.50893075,3.5436875,6
49376,M,1.375,1.075,0.45,22.01338675,7.994559,4.63514325,8.00873375,11
49377,M,1.425,1.0625,0.325,23.586784,10.16329575,4.932813,5.8116475,9
49378,I,1,0.7625,0.25,9.922325,4.74854125,1.8994165,3.40194,7
49379,I,1.3125,1.025,0.325,18.540573,8.51902475,3.72795925,5.54232725,9
49380,I,1.4125,1.0875,0.375,26.535132,11.3398,6.123492,7.7961125,9
49381,M,1.5,1.225,0.375,33.0271675,13.42348825,6.64795775,9.4970825,10
49382,F,1.7375,1.3625,0.425,45.68521925,21.61649375,11.793392,13.891255,11
49383,I,0.4125,0.275,0.05,0.510291,0.21262125,0.0850485,0.1417475,4
49384,I,1.225,0.9375,0.35,16.9813505,7.6260155,3.18931875,4.7910655,9
49385,I,0.6875,0.55,0.1875,3.685435,1.4458245,0.80796075,1.13398,5
49386,I,1.3,1.05,0.325,19.43358225,8.9300925,4.479221,5.6699,9
49387,F,1.5625,1.25,0.4,30.0221205,12.3887315,6.98815175,9.4970825,13
49388,I,0.9125,0.6625,0.225,5.20213325,1.65844575,1.0489315,1.5592225,7
49389,M,1.5875,1.2625,0.425,36.117263,16.62698175,8.29222875,11.4815475,11
49390,M,1.5625,1.2125,0.375,32.58775025,12.71475075,5.726599,8.9300925,13
49391,M,1.1625,0.875,0.35,13.22504175,5.96756975,3.231843,4.9611625,10
49392,M,1.45,1.125,0.375,25.52872475,10.61688775,5.7549485,6.23689,9
49393,F,1.5625,1.25,0.375,35.6920205,15.97494325,9.128539,9.6671795,17
49394,F,1.475,1.175,0.4375,33.6508565,15.762322,7.95203475,7.5126175,11
49395,M,1.1,0.8625,0.3,12.303683,4.86193925,2.87747425,3.685435,8
49396,I,1.0125,0.7875,0.225,10.19164525,4.53592,1.4458245,2.551455,6
49397,M,1.2875,1.0625,0.35,21.715717,9.07184,4.89028875,7.2291225,11
49398,M,1.425,1.125,0.375,23.85610425,10.02154825,4.86193925,6.3786375,10
49399,M,1.5125,1.175,0.4,29.44095575,12.1619355,6.08096775,8.221355,11
49400,M,1.45,1.225,0.45,31.524644,13.67863375,5.82582225,9.922325,11
49401,F,1.6625,1.2875,0.4375,38.96638775,14.50076925,10.87203325,13.834556,13
49402,F,1.2125,0.8875,0.2625,12.99824575,5.499803,2.721552,3.685435,8
49403,M,1.5625,1.225,0.425,32.16250775,13.5227115,6.87475375,10.489315,11
49404,M,1.4125,1,0.425,24.28134675,12.34620725,4.422522,7.7961125,10
49405,M,1.5125,1.1875,0.425,32.375129,12.37455675,7.654365,8.6465975,13
49406,I,1.1875,0.9,0.2875,12.303683,4.5642695,2.11203775,3.8271825,8
49407,F,1.5125,1.2125,0.4125,31.02852775,11.169703,7.37087,8.3631025,13
49408,I,1.45,1.1625,0.3625,28.36367475,12.60135275,5.59902625,8.50485,11
49409,I,1.25,0.9375,0.2875,14.9968855,6.33611325,3.4869885,3.96893,9
49410,F,1.525,1.175,0.3625,31.19862475,14.52911875,6.4920355,8.6465975,14
49411,F,1.475,1.1375,0.4125,28.67551925,12.757275,5.40057975,8.6465975,15
49412,M,1.4875,1.15,0.3875,29.199985,12.11941125,5.8683465,9.36950975,11
49413,I,1,0.775,0.2375,7.98038425,3.2601925,1.65844575,2.26796,7
49414,I,0.675,0.4875,0.175,2.83495,1.020582,0.5953395,0.850485,5
49415,M,1.5375,1.2,0.4125,31.808139,12.870673,6.47786075,10.0640725,14
49416,I,0.5,0.35,0.1,0.89300925,0.35436875,0.18427175,0.29766975,4
49417,M,1.2875,1.0875,0.35,21.24795025,9.6671795,4.66349275,6.066793,9
49418,F,1.4875,1.1875,0.3125,25.51455,12.246984,5.159609,7.5126175,11
49419,M,1.5125,1.1875,0.4,33.57998275,10.1207715,5.726599,10.9145575,12
49420,I,1.3125,1,0.325,20.28406725,9.2702865,3.92640575,4.7910655,8
49421,F,1.6875,1.375,0.4375,47.8823055,19.674553,10.5176645,13.437663,10
49422,M,1.5625,1.225,0.3875,34.6147395,15.705623,7.3425205,9.07184,11
49423,I,1.375,1.0375,0.3625,22.75047375,10.61688775,4.86193925,8.3631025,8
49424,I,1.125,0.875,0.2875,13.04077,4.932813,3.1467945,3.8271825,7
49425,I,0.925,0.7,0.2125,6.90310325,2.76407625,1.57339725,1.984465,6
49426,M,1.25,0.9625,0.2625,15.35125425,7.087375,2.87747425,4.3941725,9
49427,M,1.375,1.075,0.3875,23.85610425,11.43902325,4.082328,5.5281525,8
49428,M,1.0125,0.7625,0.2875,9.25611175,3.98310475,1.984465,2.83495,8
49429,F,1.15,0.9375,0.35,17.76096175,6.73300625,3.30271675,6.0951425,12
49430,F,1.25,0.9625,0.3375,16.9813505,7.9095105,3.9972795,5.386405,8
49431,F,1.1875,0.9,0.3125,15.5071765,6.293589,3.75630875,4.819415,10
49432,M,1.6625,1.3125,0.4625,44.04094825,18.653971,9.31281075,11.7650425,11
49433,I,1.1875,0.8875,0.2625,13.39513875,5.896696,3.118445,3.96893,8
49434,I,1.2125,0.9125,0.3125,14.004653,5.71242425,3.7704835,5.2446575,8
49435,F,1.4125,1.125,0.3875,28.64716975,12.0485375,5.726599,9.2135875,10
49436,I,1.45,1.0625,0.3625,25.27357925,12.23280925,4.9611625,6.010094,10
49437,I,1.4,1.075,0.4125,26.32251075,12.94154675,5.613201,9.4970825,10
49438,F,1.4125,1.1,0.3625,23.48756075,9.87980075,5.76912325,7.75358825,16
49439,M,1.375,1.0625,0.375,23.700182,11.60912025,4.60679375,5.5281525,9
49440,I,1,0.775,0.2,10.2341695,3.798833,2.438057,2.551455,6
49441,F,1.4375,1.1125,0.4,24.834162,9.7238785,5.8683465,5.2446575,12
49442,I,0.6125,0.45,0.15,2.0128145,0.850485,0.3685435,0.60951425,5
49443,M,1.45,1.125,0.425,21.0069795,9.241937,4.252425,7.5126175,9
49444,M,1.5625,1.325,0.4625,38.838815,13.5794105,9.87980075,12.77144975,13
49445,F,1.2875,1,0.3125,18.9091165,9.87980075,4.0539785,4.9611625,9
49446,M,1.4375,1.125,0.375,24.664065,12.757275,4.5075705,6.3786375,9
49447,F,1.6,1.225,0.375,39.519203,16.4143605,8.2497045,11.3398,12
49448,I,0.7125,0.5375,0.175,3.005047,1.65844575,0.63786375,1.13398,5
49449,F,1.5875,1.25,0.375,36.514156,16.2442635,8.60407325,10.3475675,15
49450,I,0.6375,0.475,0.175,2.891649,1.020582,0.56699,0.850485,5
49451,M,1.8,1.2875,0.4375,45.68521925,19.12173775,8.674947,13.324265,16
49452,I,0.8375,0.6375,0.1875,5.23048275,2.551455,1.03475675,1.5592225,6
49453,M,1.1625,0.9375,0.3,13.721158,6.10931725,2.891649,4.3941725,8
49454,I,0.9,0.7,0.225,5.6415505,2.1262125,1.14815475,1.530873,6
49455,F,1.65,1.2875,0.4125,39.2640575,17.78931125,9.8372765,9.355335,11
49456,F,1.6125,1.225,0.425,37.32211675,15.03940975,7.04485075,10.489315,14
49457,I,1.1625,0.875,0.3125,13.664459,6.520385,3.005047,3.10427025,8
49458,M,1.3125,1.025,0.375,23.28911425,11.226402,5.386405,6.80388,8
49459,M,1.1,0.875,0.325,16.5844575,7.01650125,4.86193925,4.3941725,8
49460,I,0.9375,0.6875,0.2125,6.39281225,3.04757125,1.51669825,1.7293195,6
49461,F,1.5125,1.1875,0.3875,33.8776525,16.612807,7.540967,8.788345,9
49462,M,1.4375,1.1,0.3875,24.720764,12.03436275,5.8683465,6.0951425,9
49463,I,1.1,0.875,0.325,11.89261525,5.88252125,2.438057,4.252425,8
49464,M,1.5125,1.1625,0.475,40.86580425,10.6877615,10.4042665,10.0640725,18
49465,I,1,0.8,0.275,8.901743,3.86970675,1.7860185,2.4664065,6
49466,F,1.6125,1.3125,0.4375,43.47395825,18.80989325,9.48290775,11.41067375,9
49467,F,1.3625,1,0.3375,17.98775775,8.164656,3.5436875,5.10291,8
49468,M,1.6375,1.2625,0.4375,38.82464025,15.989118,8.83086925,11.77921725,10
49469,M,1.4,1.1875,0.45,30.1922175,10.886208,5.7549485,10.0640725,14
49470,M,1.4,1.0625,0.4,24.664065,11.18387775,6.22271525,6.3786375,9
49471,M,1.55,1.2125,0.4125,32.5168765,12.587178,6.010094,8.3631025,13
49472,I,1.325,1.0625,0.3,22.77882325,9.07184,4.12485225,6.0951425,10
49473,I,0.5,0.3625,0.125,0.907184,0.3118445,0.283495,0.340194,4
49474,M,1.55,1.25,0.4375,34.6147395,15.06775925,7.4559185,10.61688775,9
49475,F,1.425,1.125,0.4,24.62154075,8.51902475,5.5281525,7.7961125,15
49476,I,1.0625,0.775,0.2375,9.00096625,3.8838815,1.927766,2.608154,7
49477,I,1.1625,0.9375,0.325,16.51358375,8.60407325,3.27436725,3.685435,8
49478,F,1.6125,1.225,0.425,32.16250775,14.92601175,7.49844275,8.3631025,9
49479,I,1,0.7625,0.275,8.901743,3.515338,1.9561155,2.83495,7
49480,F,1.5,1.1875,0.4125,32.58775025,14.92601175,6.6054335,8.9300925,10
49481,I,1.2875,0.9875,0.325,14.61416725,5.953395,3.7137845,4.3941725,10
49482,F,1.0375,0.7875,0.2,10.0640725,4.69184225,2.721552,2.551455,7
49483,I,1.3125,1.05,0.325,22.41027975,9.07184,4.40834725,5.953395,8
49484,F,1.225,0.925,0.3375,16.9246515,6.81805475,3.9405805,4.53592,9
49485,I,1,0.8125,0.2375,9.752228,4.0539785,2.0695135,2.83495,8
49486,I,1.15,0.8625,0.3,14.118051,6.5487345,3.0333965,3.5436875,8
49487,M,1.475,1.15,0.35,27.8675585,13.7495075,5.71242425,7.7961125,9
49488,M,1.375,1.1625,0.375,24.7491135,10.716111,5.329706,8.3631025,11
49489,I,0.9875,0.7375,0.2125,6.0384435,3.35941575,1.2757275,2.70737725,6
49490,F,1.325,1.1,0.325,19.80212575,7.654365,4.0539785,5.2446575,8
49491,F,1.475,1.1375,0.3625,30.4190135,12.757275,6.47786075,7.5126175,13
49492,I,1.05,0.8125,0.25,10.716111,4.63514325,1.8994165,2.9766975,7
49493,I,0.875,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575,7
49494,I,1.375,1.0625,0.3625,22.1976585,9.7805775,5.3013565,6.87475375,10
49495,M,1.4125,1.125,0.4125,28.76056775,13.5227115,6.577084,7.7961125,8
49496,F,1.5875,1.2125,0.425,36.6559035,16.74037975,8.278054,8.9300925,9
49497,F,1.4125,1.1125,0.425,27.555714,12.34620725,7.15824875,7.75358825,7
49498,I,0.8625,0.675,0.25,6.95980225,3.3735905,1.6726205,1.8427175,6
49499,I,1.375,1.1625,0.375,26.535132,13.6361095,5.14543425,6.90310325,9
49500,F,1.225,0.95,0.3125,15.83319575,6.90310325,4.06815325,5.5281525,8
49501,I,0.9625,0.7125,0.25,7.04485075,3.2601925,1.68679525,2.4097075,7
49502,I,0.9,0.675,0.2125,5.6699,2.664853,1.0489315,1.70097,7
49503,I,1.25,1,0.35,17.7184375,8.6465975,3.061746,5.5281525,8
49504,F,1.4375,1.1375,0.475,28.02348075,10.716111,6.80388,8.1930055,21
49505,F,1.3,1,0.3125,18.27125275,8.71747125,3.64291075,5.2446575,11
49506,M,1.2125,0.8875,0.325,16.4710595,6.9456275,2.721552,4.762716,8
49507,F,1.3125,1.025,0.325,18.824068,8.51902475,4.40834725,5.03203625,10
49508,F,1.525,1.15,0.3625,32.16250775,14.3164975,7.52679225,7.654365,8
49509,F,1.175,0.9,0.3875,17.349894,5.4147545,3.8838815,5.8116475,20
49510,M,0.8375,0.6375,0.2,4.7910655,2.2396105,1.13398,1.417475,6
49511,I,1.6125,1.25,0.425,35.3518265,13.380964,6.95980225,10.886208,11
49512,F,1.5625,1.25,0.3875,36.117263,16.7545545,8.29222875,9.07184,9
49513,M,1.2875,0.9625,0.325,15.87572,7.654365,3.7137845,4.9611625,7
49514,I,1.3375,1,0.3625,23.79940525,9.07184,4.5075705,7.2291225,9
49515,F,1.3125,1.025,0.35,20.25571775,9.48290775,4.932813,5.5281525,12
49516,M,1.625,1.5,0.4625,39.7743485,15.592225,11.90679,11.1980525,9
49517,I,0.7875,0.575,0.2,4.91863825,1.871067,0.963883,1.2757275,6
49518,F,1.625,1.25,0.3875,38.42774725,16.726205,8.448151,11.623295,17
